"entity_ID" "count" "geo_entity" "entity_class" "longitude" "latitude" "area" "area_ratio" "extent_ratio" "no_polygons" "dist" "botanical_continent" "biome" "geology" "age_Ma" "native_proc" "naturalized_proc" "CHELSA_annual_mean_Temp" "CHELSA_annual_Prec" "GDP_satellite" "Popdensity" "Human_Footprint" "Human_Influence" "elev_range" "nfixmyc"
"1" 1 0 "Ashmore Reef" "Island" 123.078301 -12.265762 17.83602 0.530138842634175 0.347750845673066 6 344.714 "AUSTRALASIA" "Tropical & Subtropical Dry Broadleaf Forests" "nondev" NA 23 4 27.9 1395 0 0.00334 NA NA 3 "AM_Nfix"
"2" 3 24 "Christmas Island" "Island" 105.636553 -10.485344 139.609934 1 1 1 1309.619 "ASIA-TROPICAL" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 20 200 179 25.39036 2177.77711 0 15.54492 59.70588 24.97484 304 "AM_Nfix"
"3" 4 2 "Coral Sea Islands Territory" "Island" 152.124754 -19.014715 3.950835 0.289246450433896 0.00586526062973631 14 315.394 "AUSTRALASIA" "Temperate Broadleaf & Mixed Forests" "dev" NA 21 5 24.01429 1085.28571 0 0.11496 NA NA 4 "AM_Nfix"
"4" 5 1 "West Wallabi Island" "Island" 113.69469 -28.46504 0.014015 1 1 1 59.08 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 72 25 20.8 442.78571 0 0.18286 NA 14 8 "AM_Nfix"
"5" 6 0 "Wann Island" "Island" 113.763706 -28.470537 0.005624 1 1 1 56.214 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 7 1 20.8 437 0 NA NA NA 0 "AM_Nfix"
"6" 7 0 "Turnstone Island" "Island" 113.717687 -28.451788 0.012973 1 1 1 58.513 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 21 8 20.8 438 0 0.18286 NA NA 0 "AM_Nfix"
"7" 10 0 "Traitor Islet 4" "Island" 113.786921 -28.485318 4.7e-05 1 1 1 55.337 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 2 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"8" 11 0 "Traitor Islet 3" "Island" 113.786338 -28.485995 0.000102 1 1 1 55.424 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"9" 12 0 "Traitor Islet 2" "Island" 113.786475 -28.486229 5.9e-05 1 1 1 55.433 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 4 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"10" 13 0 "Traitor Islet 1" "Island" 113.786616 -28.486392 0.000219 1 1 1 55.426 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 4 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"11" 14 0 "Traitors Island" "Island" 113.78562 -28.48378 0.000606 1 1 1 55.317 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 6 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"12" 15 0 "Third Sister" "Island" 113.742133 -28.494995 0.002538 1 1 1 59.499 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 2 20.8 438 0 NA NA NA 0 "AM_Nfix"
"13" 16 0 "Tectus Island" "Island" 113.744028 -28.474116 0.000399 1 1 1 58.067 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 7 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"14" 17 0 "Tattler Island" "Island" 113.707448 -28.46836 0.007131 1 1 1 60.504 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 28 7 NA NA 0 0.18286 NA 14 0 "AM_Nfix"
"15" 18 0 "Short Island" "Island" 113.773453 -28.462988 0.00146 1 1 1 54.962 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 20.8 437 0 0.18286 NA NA 0 "AM_Nfix"
"16" 20 0 "Shag Rock 2" "Island" 113.713775 -28.474651 0.001569 1 1 1 60.504 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"17" 21 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AM_Nfix"
"18" 22 0 "Seal Island" "Island" 113.80411 -28.483529 0.010912 1 1 1 53.775 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 11 4 20.8 438 0 NA NA NA 0 "AM_Nfix"
"19" 23 0 "Seagull Island" "Island" 113.716336 -28.459127 0.078997 1 1 1 58.587 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 35 8 20.8 438.66667 0 0.18286 NA NA 1 "AM_Nfix"
"20" 24 0 "Saville-Kent Island" "Island" 113.814113 -28.464547 0.021856 1 1 1 51.702 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 11 1 20.8 438 0 0.18286 NA NA 0 "AM_Nfix"
"21" 25 0 "Plover Island" "Island" 113.713586 -28.467441 0.002661 1 1 1 59.986 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 4 3 NA NA 0 NA NA NA 0 "AM_Nfix"
"22" 26 0 "Pigeon Island" "Island" 113.727412 -28.454358 0.039923 1 1 1 57.859 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 45 28 20.8 438 0 0.18286 NA NA 0 "AM_Nfix"
"23" 27 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AM_Nfix"
"24" 28 0 "Oystercatcher Island" "Island" 113.715176 -28.462696 0.04621 1 1 1 59.346 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 31 5 20.8 440 0 0.18286 NA NA 0 "AM_Nfix"
"25" 29 1 "North Island, Houtman Abrolhos" "Island" 113.595685 -28.300021 1.761329 1 1 1 59.886 "AUSTRALASIA" "Temperate Broadleaf & Mixed Forests" "nondev" NA 53 24 20.86667 431.33333 0 0.18286 NA 14 8 "AM_Nfix"
"26" 30 0 "Naturalist Island" "Island" 113.744337 -28.475513 0.000294 1 1 1 58.127 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 1 NA NA 0 NA NA NA 0 "AM_Nfix"
"27" 31 0 "Marinula Island" "Island" 113.700852 -28.474481 0.002114 1 1 1 61.439 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 15 2 NA NA 0 0.18286 NA NA 0 "AM_Nfix"
"28" 32 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AM_Nfix"
"29" 33 0 "Long Island, Houtman Abrolhos" "Island" 113.774265 -28.47227 0.114724 1 1 1 55.068 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 23 10 20.8 437.8 0 0.18286 NA 14 1 "AM_Nfix"
"30" 34 0 "Little Pigeon Island" "Island" 113.724211 -28.462052 0.015871 1 1 1 58.706 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 22 18 NA NA 0 0.18286 NA NA 0 "AM_Nfix"
"31" 35 0 "Hall Island" "Island" 113.810041 -28.473953 0.003961 1 1 1 52.741 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 20.8 438 0 NA NA NA 0 "AM_Nfix"
"32" 36 0 "G Island" "Island" 113.804411 -28.481565 0.000222 1 1 1 53.714 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 0 20.8 438 0 NA NA NA 0 "AM_Nfix"
"33" 37 0 "First Sister Islet" "Island" 113.744421 -28.476239 8.4e-05 1 1 1 58.173 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 2 NA NA 0 NA NA NA 0 "AM_Nfix"
"34" 38 0 "First Sister" "Island" 113.744464 -28.476752 0.004589 1 1 1 58.131 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 12 2 NA NA 0 NA NA NA 0 "AM_Nfix"
"35" 40 2 "East Wallabi Island" "Island" 113.72812 -28.436651 3.384709 1 1 1 54.765 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 98 27 20.8 443.55556 0 0.18286 NA 14 10 "AM_Nfix"
"36" 41 0 "East Mangrove Island" "Island" 113.701588 -28.474214 0.000236 1 1 1 61.385 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 8 3 NA NA 0 0.18286 NA NA 0 "AM_Nfix"
"37" 42 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "AM_Nfix"
