"entity_ID" "nfix" "nfixno" "geo_entity" "entity_class" "longitude" "latitude" "area" "area_ratio" "extent_ratio" "no_polygons" "dist" "botanical_continent" "biome" "geology" "age_Ma" "native_proc" "naturalized_proc" "CHELSA_annual_mean_Temp" "CHELSA_annual_Prec" "GDP" "Popdensity" "HI" "HF" "elev_range"
"1" 1 0 23 "Ashmore Reef" "Island" 123.078301 -12.265762 17.83602 0.530138842634175 0.347750845673066 6 344.714 "AUSTRALASIA" "Tropical & Subtropical Dry Broadleaf Forests" "nondev" NA 23 4 27.9 1395 0 0.00334 NA NA 3
"2" 2 0 1 "Cartier Island" "Island" 123.554088 -12.531172 0.049938 1 1 1 290.436 "AUSTRALASIA" "Tropical & Subtropical Dry Broadleaf Forests" "nondev" NA 1 0 27.9 1383 0 0.00334 NA NA 0
"3" 3 13 181 "Christmas Island" "Island" 105.636553 -10.485344 139.609934 1 1 1 1309.619 "ASIA-TROPICAL" "Tropical & Subtropical Moist Broadleaf Forests" "dev" 20 200 179 25.39036 2177.77711 0 15.54492 59.70588 24.97484 304
"4" 4 1 20 "Coral Sea Islands Territory" "Island" 152.124754 -19.014715 3.950835 0.289246450433896 0.00586526062973631 14 315.394 "AUSTRALASIA" "Temperate Broadleaf & Mixed Forests" "dev" NA 21 5 24.01429 1085.28571 0 0.11496 NA NA 4
"5" 5 1 72 "West Wallabi Island" "Island" 113.69469 -28.46504 0.014015 1 1 1 59.08 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 72 25 20.8 442.78571 0 0.18286 NA 14 8
"6" 6 0 7 "Wann Island" "Island" 113.763706 -28.470537 0.005624 1 1 1 56.214 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 7 1 20.8 437 0 NA NA NA 0
"7" 7 0 21 "Turnstone Island" "Island" 113.717687 -28.451788 0.012973 1 1 1 58.513 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 21 8 20.8 438 0 0.18286 NA NA 0
"8" 8 0 1 "Traitor Islet 6" "Island" 113.787341 -28.485405 1.8e-05 1 1 1 55.312 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 1 1 NA NA 0 NA NA NA 0
"9" 9 0 1 "Traitor Islet 5" "Island" 113.787359 -28.485331 0.000295 1 1 1 55.288 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 1 1 NA NA 0 NA NA NA 0
"10" 10 0 2 "Traitor Islet 4" "Island" 113.786921 -28.485318 4.7e-05 1 1 1 55.337 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 2 1 NA NA 0 NA NA NA 0
"11" 11 0 3 "Traitor Islet 3" "Island" 113.786338 -28.485995 0.000102 1 1 1 55.424 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 NA NA 0 NA NA NA 0
"12" 12 0 4 "Traitor Islet 2" "Island" 113.786475 -28.486229 5.9e-05 1 1 1 55.433 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 4 1 NA NA 0 NA NA NA 0
"13" 13 0 4 "Traitor Islet 1" "Island" 113.786616 -28.486392 0.000219 1 1 1 55.426 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 4 1 NA NA 0 NA NA NA 0
"14" 14 0 6 "Traitors Island" "Island" 113.78562 -28.48378 0.000606 1 1 1 55.317 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 6 1 NA NA 0 NA NA NA 0
"15" 15 0 5 "Third Sister" "Island" 113.742133 -28.494995 0.002538 1 1 1 59.499 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 2 20.8 438 0 NA NA NA 0
"16" 16 0 7 "Tectus Island" "Island" 113.744028 -28.474116 0.000399 1 1 1 58.067 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 7 1 NA NA 0 NA NA NA 0
"17" 17 0 28 "Tattler Island" "Island" 113.707448 -28.46836 0.007131 1 1 1 60.504 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 28 7 NA NA 0 0.18286 NA 14 0
"18" 18 0 3 "Short Island" "Island" 113.773453 -28.462988 0.00146 1 1 1 54.962 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 20.8 437 0 0.18286 NA NA 0
"19" 19 0 1 "Shag Rock 1" "Island" 113.591516 -28.305205 6.5e-05 1 1 1 61.216 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 1 0 20.85 434 0 0.18286 NA 14 7
"20" 20 0 3 "Shag Rock 2" "Island" 113.713775 -28.474651 0.001569 1 1 1 60.504 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 NA NA 0 NA NA NA 0
"21" 21 0 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"22" 22 0 11 "Seal Island" "Island" 113.80411 -28.483529 0.010912 1 1 1 53.775 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 11 4 20.8 438 0 NA NA NA 0
"23" 23 0 35 "Seagull Island" "Island" 113.716336 -28.459127 0.078997 1 1 1 58.587 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 35 8 20.8 438.66667 0 0.18286 NA NA 1
"24" 24 1 11 "Saville-Kent Island" "Island" 113.814113 -28.464547 0.021856 1 1 1 51.702 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 11 1 20.8 438 0 0.18286 NA NA 0
"25" 25 0 4 "Plover Island" "Island" 113.713586 -28.467441 0.002661 1 1 1 59.986 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 4 3 NA NA 0 NA NA NA 0
"26" 26 0 45 "Pigeon Island" "Island" 113.727412 -28.454358 0.039923 1 1 1 57.859 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 45 28 20.8 438 0 0.18286 NA NA 0
"27" 27 0 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"28" 28 0 31 "Oystercatcher Island" "Island" 113.715176 -28.462696 0.04621 1 1 1 59.346 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 31 5 20.8 440 0 0.18286 NA NA 0
"29" 29 1 53 "North Island, Houtman Abrolhos" "Island" 113.595685 -28.300021 1.761329 1 1 1 59.886 "AUSTRALASIA" "Temperate Broadleaf & Mixed Forests" "nondev" NA 53 24 20.86667 431.33333 0 0.18286 NA 14 8
"30" 30 0 5 "Naturalist Island" "Island" 113.744337 -28.475513 0.000294 1 1 1 58.127 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 1 NA NA 0 NA NA NA 0
"31" 31 0 15 "Marinula Island" "Island" 113.700852 -28.474481 0.002114 1 1 1 61.439 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 15 2 NA NA 0 0.18286 NA NA 0
"32" 32 0 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"33" 33 1 23 "Long Island, Houtman Abrolhos" "Island" 113.774265 -28.47227 0.114724 1 1 1 55.068 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 23 10 20.8 437.8 0 0.18286 NA 14 1
"34" 34 0 22 "Little Pigeon Island" "Island" 113.724211 -28.462052 0.015871 1 1 1 58.706 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 22 18 NA NA 0 0.18286 NA NA 0
"35" 35 0 3 "Hall Island" "Island" 113.810041 -28.473953 0.003961 1 1 1 52.741 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 3 1 20.8 438 0 NA NA NA 0
"36" 36 0 5 "G Island" "Island" 113.804411 -28.481565 0.000222 1 1 1 53.714 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 0 20.8 438 0 NA NA NA 0
"37" 37 0 5 "First Sister Islet" "Island" 113.744421 -28.476239 8.4e-05 1 1 1 58.173 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 5 2 NA NA 0 NA NA NA 0
"38" 38 0 12 "First Sister" "Island" 113.744464 -28.476752 0.004589 1 1 1 58.131 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 12 2 NA NA 0 NA NA NA 0
"39" 39 0 1 "Far Island" "Island" 113.807449 -28.460536 0.000676 1 1 1 52.062 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 1 0 20.9 438 0 NA NA NA 0
"40" 40 4 95 "East Wallabi Island" "Island" 113.72812 -28.436651 3.384709 1 1 1 54.765 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 98 27 20.8 443.55556 0 0.18286 NA 14 10
"41" 41 0 8 "East Mangrove Island" "Island" 113.701588 -28.474214 0.000236 1 1 1 61.385 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" "nondev" NA 8 3 NA NA 0 0.18286 NA NA 0
"42" 42 1 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
